,Mean,Std,Max,Min,"Range (i.e., max-min)",Percentage above mean,Sum of net loads during business hours,Sum of net loads during non-business hours,Skewness,Kurtosis,Mode of 5-bin histogram,Longest period above mean,Longest period of successive increase,Peak_all: number,Peak_all: time,Peak_all: shortest interval between two peaks,Peak_all: duration,Peak_longest: occurrence time,Peak_longest: duration,Peak_longest: upward slope,Peak_longest: downward slope,Season,Intra-week Group,Installed PV Capacity (kW)
0,21.028723958333337,7.809674436242723,35.63375,9.546750000000001,26.086999999999996,0.3958333333333333,332.02500000000003,677.3537500000001,0.3474698287709683,-0.9125247974472024,17.37285,7.5,4.0,1,[20.],,[5.5],20.0,5.5,2.0,-1.0,2,1,0.0
1,23.852208333333337,8.329879377492594,39.58525,10.626999999999999,28.958250000000003,0.4375,379.1234999999999,765.7825,0.15754113600910125,-0.9623110736023914,19.314475,7.5,5.5,1,[20.25],,[5.],20.25,5.0,1.0,-1.0,2,1,0.0
2,24.546468750000006,8.683833456580544,41.43749999999999,11.705250000000003,29.73224999999999,0.3958333333333333,385.31875,792.9117500000002,0.306168302324731,-0.9578786737946183,20.624924999999998,7.0,5.0,1,[20.],,[4.5],20.0,4.5,1.0,-1.0,2,1,0.0
3,21.325255208333335,8.300456051804721,37.81824999999999,8.974,28.84424999999999,0.4166666666666667,323.9355,699.6767499999999,0.4276116201294873,-0.8018075191783121,17.627274999999997,7.5,4.0,1,[20.25],,[4.],20.25,4.0,1.0,-1.0,2,1,0.0
4,20.828656250000005,7.814041023120022,35.87050000000001,9.51925,26.351250000000007,0.4166666666666667,305.37750000000005,694.3980000000001,0.3848881383868666,-1.093337021178997,17.424625,7.0,3.5,1,[20.25],,[5.],20.25,5.0,1.0,-1.0,2,1,0.0
5,22.22789583333334,8.199736902034529,39.350750000000005,10.29475,29.056000000000004,0.4166666666666667,341.12025000000006,725.81875,0.4275753360266605,-0.7546299135150716,19.01155,7.0,4.5,1,[20.],,[4.5],20.0,4.5,1.0,-1.0,2,1,0.0
6,21.841203125000003,7.593810279194265,37.07325,10.354250000000002,26.719,0.4583333333333333,368.9935,679.38425,0.34925421995480904,-0.7217452793004475,23.71375,6.5,4.0,1,[19.75],,[4.],19.75,4.0,1.0,-1.0,2,1,0.0
7,22.982005208333334,8.078078896304541,40.251999999999995,11.13125,29.120749999999994,0.4166666666666667,364.1125,739.02375,0.44511843047621985,-0.566055908350946,19.867475,7.0,5.0,1,[20.25],,[4.],20.25,4.0,1.0,-1.0,2,1,0.0
8,20.61994791666667,7.719286109242863,35.41550000000001,9.3445,26.07100000000001,0.4375,322.5492499999999,667.2082499999999,0.3567360111495526,-0.8047304775550486,17.165800000000004,7.0,4.0,1,[20.5],,[4.5],20.5,4.5,1.0,-1.0,3,1,0.0
9,22.927750000000003,8.297346261569118,39.48500000000001,9.7965,29.688500000000005,0.4583333333333333,371.40125,729.13075,0.28284660604797396,-0.7688028981699042,18.70305,7.5,4.0,1,[20.],,[4.5],20.0,4.5,1.0,-1.0,3,1,0.0
10,20.83280208333333,7.80018220339381,37.27875,9.633500000000002,27.64525,0.4166666666666667,319.90825,680.0662499999999,0.49407366480960246,-0.6906939198034068,17.927075000000002,7.5,5.0,1,[20.25],,[5.],20.25,5.0,1.0,-1.0,3,1,0.0
