,Mean,Std,Max,Min,"Range (i.e., max-min)",Percentage above mean,Sum of net loads during business hours,Sum of net loads during non-business hours,Skewness,Kurtosis,Mode of 5-bin histogram,Longest period above mean,Longest period of successive increase,Peak_all: number,Peak_all: time,Peak_all: shortest interval between two peaks,Peak_all: duration,Peak_longest: occurrence time,Peak_longest: duration,Peak_longest: upward slope,Peak_longest: downward slope,Season,Intra-week Group,Installed PV Capacity (kW)
18,16.645078125,5.4145313264198505,27.241249999999997,8.48525,18.755999999999997,0.4791666666666667,285.4915,513.47225,0.1434486123511109,-0.8159502617784002,17.86325,7.0,5.5,1,[20.],,[4.5],20.0,4.5,1.0,-2.0,3,1,0.0
19,16.117583333333325,5.096439753624719,25.293250000000004,8.0205,17.272750000000002,0.5416666666666666,286.27725,487.36674999999997,-0.05955969207989073,-0.9222803721625374,16.656875,8.0,4.5,1,[20.25],,[4.],20.25,4.0,1.0,-1.0,3,1,0.0
20,16.554088541666665,5.111155970564939,24.403000000000002,8.09475,16.30825,0.6458333333333334,317.15749999999997,477.43874999999997,-0.3391239028492436,-1.134740267544245,19.510525,15.5,2.5,1,[20.],,[3.5],20.0,3.5,1.0,-1.0,3,1,0.0
21,15.159114583333334,4.372695431404866,22.46475,7.777750000000001,14.686999999999998,0.5208333333333334,267.4235,460.214,-0.12567213440317038,-0.9231019001117948,15.12125,8.0,2.0,3,[ 7.5  17.25 20.75],1.75,[0.5 1.  3. ],20.75,3.0,1.0,-1.0,1,1,0.0
22,16.263484375,5.145664068084778,25.650499999999997,8.3355,17.314999999999998,0.4375,284.20200000000006,496.44525000000004,0.10612565552977929,-0.8437883726133273,16.993,7.5,3.0,1,[19.5],,[5.5],19.5,5.5,2.0,-1.0,1,1,0.0
23,14.988999999999997,4.319216089477831,23.039000000000005,7.547250000000001,15.491750000000003,0.4583333333333333,262.3805,457.0915,0.037158255257826935,-0.7943664307485254,15.293125000000003,8.5,3.0,2,[17.5  20.25],1.375,[0.5 4. ],20.25,4.0,1.0,-1.0,1,1,0.0
24,15.49871354166667,4.734633884283139,25.470749999999995,8.06725,17.403499999999994,0.4791666666666667,270.48475,473.4535,0.19936155316068216,-0.6015446240244495,16.769,6.5,5.0,1,[20.25],,[4.],20.25,4.0,1.0,-1.0,1,1,0.0
25,15.848328124999997,4.738777691644078,24.440499999999997,7.861000000000001,16.579499999999996,0.5833333333333334,281.19375,479.52600000000007,-0.11699401619224989,-0.8156591522717451,16.15075,7.5,3.5,2,[18.25 20.75],1.25,[1. 3.],20.75,3.0,1.0,-1.0,1,1,0.0
26,15.151593750000005,3.8079077272749275,22.144000000000002,7.92975,14.214250000000002,0.625,274.74600000000004,452.5305,-0.34637016505129936,-0.7285643621229521,15.036875000000002,9.0,3.0,3,[17.5 18.5 21. ],0.5,[0.5 0.5 2.5],21.0,2.5,1.0,-1.0,1,1,0.0
27,15.159401041666667,3.356318766652586,21.6365,9.206499999999998,12.430000000000003,0.5416666666666666,263.676,463.97525,-0.009681592305506736,-0.5898836344605884,15.4215,9.5,4.0,2,[17.5 20.5],1.5,[0.5 3.5],20.5,3.5,1.0,-1.0,1,1,0.0
28,14.802718750000002,3.8963698648900666,22.85875,8.532499999999999,14.326250000000002,0.5208333333333334,255.07125,455.45925000000005,0.23362726679508988,-0.5421257715653054,15.695625,8.0,3.5,2,[18.  20.5],1.25,[0.5 3.5],20.5,3.5,1.0,-1.0,1,1,0.0
29,14.759015624999998,4.194007574493889,23.022000000000002,8.108500000000001,14.9135,0.5208333333333334,261.998,446.4347500000001,0.13412015681307335,-0.8607208374014217,15.565250000000002,8.5,3.0,2,[17.5 20.5],1.5,[0.5 3.5],20.5,3.5,1.0,-1.0,1,1,0.0
30,14.668854166666664,4.205976497990604,22.17475,7.85,14.32475,0.5833333333333334,271.53024999999997,432.57475000000005,-0.08822862787962053,-1.0587722125599601,15.012374999999999,9.5,3.5,2,[16.5  19.75],1.625,[0.5 5. ],19.75,5.0,1.0,-2.0,1,1,0.0
31,13.205135416666666,3.5631565666753255,19.7055,7.452499999999999,12.253000000000002,0.5,235.4615,398.3850000000001,0.026139290940561388,-0.9271299016071985,13.579,7.5,4.5,1,[19.75],,[4.],19.75,4.0,1.0,-1.0,1,1,0.0
32,14.194234375000002,3.901744502465054,21.639,7.64375,13.995249999999999,0.6041666666666666,260.85475,420.46849999999995,-0.07742245328548114,-0.833624681558355,14.641375,12.5,2.5,1,[20.25],,[3.],20.25,3.0,1.0,-1.0,1,1,0.0
33,14.894296874999997,4.333756311484758,23.184499999999996,7.78725,15.397249999999996,0.5625,274.607,440.31925,0.025828012803250706,-0.7610919273697836,15.485874999999998,8.0,4.5,1,[20.25],,[3.],20.25,3.0,1.0,-1.0,1,1,0.0
34,15.371567708333332,5.065800229783229,27.04175,7.676749999999998,19.365000000000002,0.4791666666666667,271.03225000000003,466.80299999999994,0.4638800977462479,-0.22763766359681448,17.35925,7.5,5.0,1,[20.],,[3.5],20.0,3.5,1.0,-1.0,3,1,0.0
35,17.56021354166667,6.070989428899231,29.107750000000003,8.111250000000002,20.9965,0.5416666666666666,321.46025,521.4300000000001,0.06059532771203078,-0.8298539115747303,18.6095,7.5,4.5,1,[19.75],,[4.],19.75,4.0,1.0,-1.0,3,1,0.0
